Result of /data/leuven/370/vsc37064/new_queries_named_graph_join_order/query_31.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
featureName                                                                       characteristicName                                                                frequency
LONG VARCHAR                                                                      LONG VARCHAR                                                                      LONG VARCHAR
_______________________________________________________________________________

FCFP6_1024_628                                                                                  FCFP6_1024_628 number of missing values                                                                                  1083
FCFP6_1024_896                                                                                  FCFP6_1024_896 number of missing values                                                                                  1083
FCFP6_1024_128                                                                                  FCFP6_1024_128 number of missing values                                                                                  1083
FCFP6_1024_278                                                                                  FCFP6_1024_278 number of missing values                                                                                  1083
FCFP6_1024_360                                                                                  FCFP6_1024_360 number of missing values                                                                                  1083
FCFP6_1024_547                                                                                  FCFP6_1024_547 data-type                                                                                  1083
FCFP6_1024_570                                                                                  FCFP6_1024_570 number of missing values                                                                                  1083
FCFP6_1024_404                                                                                  FCFP6_1024_404 data-type                                                                                  1083
FCFP6_1024_325                                                                                  FCFP6_1024_325 data-type                                                                                  1083
FCFP6_1024_173                                                                                  FCFP6_1024_173 number of missing values                                                                                  1083
FCFP6_1024_378                                                                                  FCFP6_1024_378 data-type                                                                                  1083
FCFP6_1024_518                                                                                  FCFP6_1024_518 data-type                                                                                  1083
FCFP6_1024_926                                                                                  FCFP6_1024_926 number of missing values                                                                                  1083
FCFP6_1024_931                                                                                  FCFP6_1024_931 data-type                                                                                  1083
FCFP6_1024_981                                                                                  FCFP6_1024_981 data-type                                                                                  1083
FCFP6_1024_896                                                                                  FCFP6_1024_896 data-type                                                                                  1083
FCFP6_1024_115                                                                                  FCFP6_1024_115 number of missing values                                                                                  1083
FCFP6_1024_425                                                                                  FCFP6_1024_425 number of missing values                                                                                  1083
FCFP6_1024_775                                                                                  FCFP6_1024_775 number of missing values                                                                                  1083
FCFP6_1024_507                                                                                  FCFP6_1024_507 number of missing values                                                                                  1083
FCFP6_1024_450                                                                                  FCFP6_1024_450 data-type                                                                                  1083
FCFP6_1024_642                                                                                  FCFP6_1024_642 data-type                                                                                  1083
FCFP6_1024_866                                                                                  FCFP6_1024_866 number of missing values                                                                                  1083
FCFP6_1024_862                                                                                  FCFP6_1024_862 data-type                                                                                  1083
FCFP6_1024_188                                                                                  FCFP6_1024_188 data-type                                                                                  1083
FCFP6_1024_61                                                                                  FCFP6_1024_61 number of missing values                                                                                  1083
FCFP6_1024_749                                                                                  FCFP6_1024_749 number of missing values                                                                                  1083
FCFP6_1024_374                                                                                  FCFP6_1024_374 data-type                                                                                  1083
FCFP6_1024_578                                                                                  FCFP6_1024_578 data-type                                                                                  1083
FCFP6_1024_454                                                                                  FCFP6_1024_454 number of missing values                                                                                  1083
FCFP6_1024_615                                                                                  FCFP6_1024_615 data-type                                                                                  1083
FCFP6_1024_405                                                                                  FCFP6_1024_405 number of missing values                                                                                  1083
FCFP6_1024_92                                                                                  FCFP6_1024_92 data-type                                                                                  1083
FCFP6_1024_560                                                                                  FCFP6_1024_560 number of missing values                                                                                  1083
FCFP6_1024_607                                                                                  FCFP6_1024_607 number of missing values                                                                                  1083
FCFP6_1024_643                                                                                  FCFP6_1024_643 number of missing values                                                                                  1083
FCFP6_1024_698                                                                                  FCFP6_1024_698 number of missing values                                                                                  1083
FCFP6_1024_368                                                                                  FCFP6_1024_368 number of missing values                                                                                  1083
FCFP6_1024_40                                                                                  FCFP6_1024_40 data-type                                                                                  1083
FCFP6_1024_358                                                                                  FCFP6_1024_358 number of missing values                                                                                  1083
FCFP6_1024_43                                                                                  FCFP6_1024_43 number of missing values                                                                                  1083
FCFP6_1024_458                                                                                  FCFP6_1024_458 number of missing values                                                                                  1083
FCFP6_1024_88                                                                                  FCFP6_1024_88 number of missing values                                                                                  1083
FCFP6_1024_893                                                                                  FCFP6_1024_893 data-type                                                                                  1083
FCFP6_1024_487                                                                                  FCFP6_1024_487 data-type                                                                                  1083
FCFP6_1024_374                                                                                  FCFP6_1024_374 number of missing values                                                                                  1083
FCFP6_1024_929                                                                                  FCFP6_1024_929 data-type                                                                                  1083
FCFP6_1024_105                                                                                  FCFP6_1024_105 number of missing values                                                                                  1083
FCFP6_1024_79                                                                                  FCFP6_1024_79 number of missing values                                                                                  1083
FCFP6_1024_363                                                                                  FCFP6_1024_363 number of missing values                                                                                  1083
FCFP6_1024_104                                                                                  FCFP6_1024_104 number of missing values                                                                                  1083
FCFP6_1024_355                                                                                  FCFP6_1024_355 data-type                                                                                  1083
FCFP6_1024_821                                                                                  FCFP6_1024_821 data-type                                                                                  1083
FCFP6_1024_16                                                                                  FCFP6_1024_16 data-type                                                                                  1083
FCFP6_1024_932                                                                                  FCFP6_1024_932 number of missing values                                                                                  1083
FCFP6_1024_681                                                                                  FCFP6_1024_681 number of missing values                                                                                  1083
FCFP6_1024_452                                                                                  FCFP6_1024_452 number of missing values                                                                                  1083
FCFP6_1024_881                                                                                  FCFP6_1024_881 number of missing values                                                                                  1083
FCFP6_1024_369                                                                                  FCFP6_1024_369 data-type                                                                                  1083
FCFP6_1024_16                                                                                  FCFP6_1024_16 number of missing values                                                                                  1083
FCFP6_1024_984                                                                                  FCFP6_1024_984 data-type                                                                                  1083
FCFP6_1024_475                                                                                  FCFP6_1024_475 data-type                                                                                  1083
FCFP6_1024_464                                                                                  FCFP6_1024_464 number of missing values                                                                                  1083
FCFP6_1024_588                                                                                  FCFP6_1024_588 number of missing values                                                                                  1083
FCFP6_1024_480                                                                                  FCFP6_1024_480 number of missing values                                                                                  1083
FCFP6_1024_434                                                                                  FCFP6_1024_434 data-type                                                                                  1083
FCFP6_1024_737                                                                                  FCFP6_1024_737 data-type                                                                                  1083
FCFP6_1024_555                                                                                  FCFP6_1024_555 data-type                                                                                  1083
FCFP6_1024_887                                                                                  FCFP6_1024_887 number of missing values                                                                                  1083
FCFP6_1024_682                                                                                  FCFP6_1024_682 number of missing values                                                                                  1083
FCFP6_1024_56                                                                                  FCFP6_1024_56 number of missing values                                                                                  1083
FCFP6_1024_451                                                                                  FCFP6_1024_451 data-type                                                                                  1083
FCFP6_1024_842                                                                                  FCFP6_1024_842 data-type                                                                                  1083
FCFP6_1024_140                                                                                  FCFP6_1024_140 number of missing values                                                                                  1083
FCFP6_1024_956                                                                                  FCFP6_1024_956 number of missing values                                                                                  1083
FCFP6_1024_805                                                                                  FCFP6_1024_805 number of missing values                                                                                  1083
FCFP6_1024_615                                                                                  FCFP6_1024_615 number of missing values                                                                                  1083
FCFP6_1024_183                                                                                  FCFP6_1024_183 data-type                                                                                  1083
FCFP6_1024_171                                                                                  FCFP6_1024_171 data-type                                                                                  1083
FCFP6_1024_840                                                                                  FCFP6_1024_840 data-type                                                                                  1083
FCFP6_1024_340                                                                                  FCFP6_1024_340 number of missing values                                                                                  1083
FCFP6_1024_747                                                                                  FCFP6_1024_747 data-type                                                                                  1083
FCFP6_1024_734                                                                                  FCFP6_1024_734 data-type                                                                                  1083
FCFP6_1024_730                                                                                  FCFP6_1024_730 number of missing values                                                                                  1083
FCFP6_1024_293                                                                                  FCFP6_1024_293 data-type                                                                                  1083
FCFP6_1024_350                                                                                  FCFP6_1024_350 data-type                                                                                  1083
FCFP6_1024_986                                                                                  FCFP6_1024_986 data-type                                                                                  1083
FCFP6_1024_146                                                                                  FCFP6_1024_146 number of missing values                                                                                  1083
FCFP6_1024_724                                                                                  FCFP6_1024_724 data-type                                                                                  1083
FCFP6_1024_472                                                                                  FCFP6_1024_472 data-type                                                                                  1083
FCFP6_1024_999                                                                                  FCFP6_1024_999 data-type                                                                                  1083
FCFP6_1024_22                                                                                  FCFP6_1024_22 data-type                                                                                  1083
FCFP6_1024_954                                                                                  FCFP6_1024_954 number of missing values                                                                                  1083
FCFP6_1024_458                                                                                  FCFP6_1024_458 data-type                                                                                  1083
FCFP6_1024_593                                                                                  FCFP6_1024_593 data-type                                                                                  1083
FCFP6_1024_272                                                                                  FCFP6_1024_272 number of missing values                                                                                  1083
FCFP6_1024_189                                                                                  FCFP6_1024_189 data-type                                                                                  1083
FCFP6_1024_199                                                                                  FCFP6_1024_199 data-type                                                                                  1083
FCFP6_1024_962                                                                                  FCFP6_1024_962 data-type                                                                                  1083
FCFP6_1024_927                                                                                  FCFP6_1024_927 number of missing values                                                                                  1083
FCFP6_1024_357                                                                                  FCFP6_1024_357 number of missing values                                                                                  1083
FCFP6_1024_621                                                                                  FCFP6_1024_621 number of missing values                                                                                  1083
FCFP6_1024_669                                                                                  FCFP6_1024_669 data-type                                                                                  1083
FCFP6_1024_190                                                                                  FCFP6_1024_190 number of missing values                                                                                  1083
FCFP6_1024_360                                                                                  FCFP6_1024_360 data-type                                                                                  1083
FCFP6_1024_437                                                                                  FCFP6_1024_437 data-type                                                                                  1083
FCFP6_1024_616                                                                                  FCFP6_1024_616 number of missing values                                                                                  1083
FCFP6_1024_412                                                                                  FCFP6_1024_412 number of missing values                                                                                  1083
FCFP6_1024_964                                                                                  FCFP6_1024_964 data-type                                                                                  1083
FCFP6_1024_766                                                                                  FCFP6_1024_766 number of missing values                                                                                  1083
FCFP6_1024_494                                                                                  FCFP6_1024_494 number of missing values                                                                                  1083
FCFP6_1024_9                                                                                  FCFP6_1024_9 number of missing values                                                                                  1083
FCFP6_1024_985                                                                                  FCFP6_1024_985 number of missing values                                                                                  1083
FCFP6_1024_407                                                                                  FCFP6_1024_407 data-type                                                                                  1083
FCFP6_1024_585                                                                                  FCFP6_1024_585 number of missing values                                                                                  1083
FCFP6_1024_552                                                                                  FCFP6_1024_552 data-type                                                                                  1083
FCFP6_1024_65                                                                                  FCFP6_1024_65 data-type                                                                                  1083
FCFP6_1024_710                                                                                  FCFP6_1024_710 number of missing values                                                                                  1083
FCFP6_1024_988                                                                                  FCFP6_1024_988 data-type                                                                                  1083
FCFP6_1024_882                                                                                  FCFP6_1024_882 data-type                                                                                  1083
FCFP6_1024_951                                                                                  FCFP6_1024_951 number of missing values                                                                                  1083
FCFP6_1024_235                                                                                  FCFP6_1024_235 number of missing values                                                                                  1083
FCFP6_1024_698                                                                                  FCFP6_1024_698 data-type                                                                                  1083
FCFP6_1024_1                                                                                  FCFP6_1024_1 number of missing values                                                                                  1083
FCFP6_1024_172                                                                                  FCFP6_1024_172 number of missing values                                                                                  1083
FCFP6_1024_60                                                                                  FCFP6_1024_60 number of missing values                                                                                  1083
FCFP6_1024_620                                                                                  FCFP6_1024_620 data-type                                                                                  1083
FCFP6_1024_814                                                                                  FCFP6_1024_814 number of missing values                                                                                  1083
FCFP6_1024_919                                                                                  FCFP6_1024_919 data-type                                                                                  1083
FCFP6_1024_589                                                                                  FCFP6_1024_589 data-type                                                                                  1083
FCFP6_1024_444                                                                                  FCFP6_1024_444 data-type                                                                                  1083
FCFP6_1024_258                                                                                  FCFP6_1024_258 data-type                                                                                  1083
FCFP6_1024_502                                                                                  FCFP6_1024_502 number of missing values                                                                                  1083
FCFP6_1024_919                                                                                  FCFP6_1024_919 number of missing values                                                                                  1083
FCFP6_1024_648                                                                                  FCFP6_1024_648 data-type                                                                                  1083
FCFP6_1024_118                                                                                  FCFP6_1024_118 data-type                                                                                  1083
FCFP6_1024_114                                                                                  FCFP6_1024_114 data-type                                                                                  1083
FCFP6_1024_358                                                                                  FCFP6_1024_358 data-type                                                                                  1083
FCFP6_1024_23                                                                                  FCFP6_1024_23 number of missing values                                                                                  1083
FCFP6_1024_286                                                                                  FCFP6_1024_286 number of missing values                                                                                  1083
FCFP6_1024_31                                                                                  FCFP6_1024_31 number of missing values                                                                                  1083
FCFP6_1024_53                                                                                  FCFP6_1024_53 data-type                                                                                  1083
FCFP6_1024_807                                                                                  FCFP6_1024_807 data-type                                                                                  1083
FCFP6_1024_604                                                                                  FCFP6_1024_604 data-type                                                                                  1083
FCFP6_1024_799                                                                                  FCFP6_1024_799 data-type                                                                                  1083
FCFP6_1024_728                                                                                  FCFP6_1024_728 data-type                                                                                  1083
FCFP6_1024_956                                                                                  FCFP6_1024_956 data-type                                                                                  1083
FCFP6_1024_461                                                                                  FCFP6_1024_461 number of missing values                                                                                  1083
FCFP6_1024_261                                                                                  FCFP6_1024_261 data-type                                                                                  1083
FCFP6_1024_253                                                                                  FCFP6_1024_253 data-type                                                                                  1083
FCFP6_1024_361                                                                                  FCFP6_1024_361 number of missing values                                                                                  1083
FCFP6_1024_372                                                                                  FCFP6_1024_372 data-type                                                                                  1083
FCFP6_1024_304                                                                                  FCFP6_1024_304 data-type                                                                                  1083
FCFP6_1024_568                                                                                  FCFP6_1024_568 number of missing values                                                                                  1083
FCFP6_1024_967                                                                                  FCFP6_1024_967 number of missing values                                                                                  1083
FCFP6_1024_523                                                                                  FCFP6_1024_523 number of missing values                                                                                  1083
FCFP6_1024_959                                                                                  FCFP6_1024_959 number of missing values                                                                                  1083
FCFP6_1024_103                                                                                  FCFP6_1024_103 number of missing values                                                                                  1083
FCFP6_1024_834                                                                                  FCFP6_1024_834 number of missing values                                                                                  1083
FCFP6_1024_867                                                                                  FCFP6_1024_867 data-type                                                                                  1083
FCFP6_1024_436                                                                                  FCFP6_1024_436 data-type                                                                                  1083
FCFP6_1024_988                                                                                  FCFP6_1024_988 number of missing values                                                                                  1083
FCFP6_1024_115                                                                                  FCFP6_1024_115 data-type                                                                                  1083
FCFP6_1024_704                                                                                  FCFP6_1024_704 number of missing values                                                                                  1083
FCFP6_1024_265                                                                                  FCFP6_1024_265 number of missing values                                                                                  1083
FCFP6_1024_289                                                                                  FCFP6_1024_289 data-type                                                                                  1083
FCFP6_1024_789                                                                                  FCFP6_1024_789 number of missing values                                                                                  1083
FCFP6_1024_88                                                                                  FCFP6_1024_88 data-type                                                                                  1083
FCFP6_1024_198                                                                                  FCFP6_1024_198 number of missing values                                                                                  1083
FCFP6_1024_1019                                                                                  FCFP6_1024_1019 data-type                                                                                  1083
FCFP6_1024_686                                                                                  FCFP6_1024_686 data-type                                                                                  1083
FCFP6_1024_880                                                                                  FCFP6_1024_880 data-type                                                                                  1083
FCFP6_1024_900                                                                                  FCFP6_1024_900 data-type                                                                                  1083
FCFP6_1024_91                                                                                  FCFP6_1024_91 number of missing values                                                                                  1083
FCFP6_1024_46                                                                                  FCFP6_1024_46 data-type                                                                                  1083
FCFP6_1024_512                                                                                  FCFP6_1024_512 data-type                                                                                  1083
FCFP6_1024_54                                                                                  FCFP6_1024_54 number of missing values                                                                                  1083
FCFP6_1024_695                                                                                  FCFP6_1024_695 data-type                                                                                  1083
FCFP6_1024_870                                                                                  FCFP6_1024_870 number of missing values                                                                                  1083
FCFP6_1024_714                                                                                  FCFP6_1024_714 data-type                                                                                  1083
FCFP6_1024_857                                                                                  FCFP6_1024_857 data-type                                                                                  1083
FCFP6_1024_575                                                                                  FCFP6_1024_575 data-type                                                                                  1083
FCFP6_1024_814                                                                                  FCFP6_1024_814 data-type                                                                                  1083
FCFP6_1024_389                                                                                  FCFP6_1024_389 number of missing values                                                                                  1083
FCFP6_1024_646                                                                                  FCFP6_1024_646 data-type                                                                                  1083
FCFP6_1024_60                                                                                  FCFP6_1024_60 data-type                                                                                  1083
FCFP6_1024_486                                                                                  FCFP6_1024_486 number of missing values                                                                                  1083
FCFP6_1024_757                                                                                  FCFP6_1024_757 number of missing values                                                                                  1083
FCFP6_1024_89                                                                                  FCFP6_1024_89 number of missing values                                                                                  1083
FCFP6_1024_673                                                                                  FCFP6_1024_673 number of missing values                                                                                  1083
FCFP6_1024_209                                                                                  FCFP6_1024_209 number of missing values                                                                                  1083
FCFP6_1024_558                                                                                  FCFP6_1024_558 data-type                                                                                  1083
FCFP6_1024_846                                                                                  FCFP6_1024_846 number of missing values                                                                                  1083
FCFP6_1024_804                                                                                  FCFP6_1024_804 data-type                                                                                  1083
FCFP6_1024_973                                                                                  FCFP6_1024_973 data-type                                                                                  1083
FCFP6_1024_369                                                                                  FCFP6_1024_369 number of missing values                                                                                  1083
FCFP6_1024_670                                                                                  FCFP6_1024_670 number of missing values                                                                                  1083
FCFP6_1024_497                                                                                  FCFP6_1024_497 data-type                                                                                  1083
FCFP6_1024_174                                                                                  FCFP6_1024_174 data-type                                                                                  1083
FCFP6_1024_581                                                                                  FCFP6_1024_581 data-type                                                                                  1083
FCFP6_1024_964                                                                                  FCFP6_1024_964 number of missing values                                                                                  1083
FCFP6_1024_178                                                                                  FCFP6_1024_178 data-type                                                                                  1083
FCFP6_1024_462                                                                                  FCFP6_1024_462 data-type                                                                                  1083
FCFP6_1024_604                                                                                  FCFP6_1024_604 number of missing values                                                                                  1083
FCFP6_1024_316                                                                                  FCFP6_1024_316 number of missing values                                                                                  1083
FCFP6_1024_613                                                                                  FCFP6_1024_613 number of missing values                                                                                  1083
FCFP6_1024_224                                                                                  FCFP6_1024_224 number of missing values                                                                                  1083
FCFP6_1024_609                                                                                  FCFP6_1024_609 number of missing values                                                                                  1083
FCFP6_1024_523                                                                                  FCFP6_1024_523 data-type                                                                                  1083
FCFP6_1024_760                                                                                  FCFP6_1024_760 data-type                                                                                  1083
FCFP6_1024_248                                                                                  FCFP6_1024_248 number of missing values                                                                                  1083
